date,win_team,lose_team
021-01-08,Utah Valley             ,Cal Baptist             
021-01-08,WI Green Bay            ,Oakland                 
021-01-08,Youngstown St           ,Wright St               
021-01-08,North Dakota            ,Oral Roberts            
021-01-08,N Dakota St             ,NE Omaha                
021-01-08,Grand Canyon            ,Tarleton St             
021-01-08,Dayton                  ,Davidson                
021-01-08,Appalachian St          ,Ga Southern             
021-01-08,UT Arlington            ,ULM                     
021-01-08,Louisiana               ,Ark Little Rock         
021-01-08,Long Beach St           ,CS Fullerton            
021-01-08,CS Bakersfield          ,Cal Poly                
021-01-08,Hawaii                  ,UC Riverside            
021-01-08,Coastal Car             ,South Alabama           
021-01-08,Purdue                  ,Michigan St             
021-01-08,Rider                   ,Niagara                 
021-01-08,UTEP                    ,Rice                    
021-01-08,Fresno St               ,San Jose St             
021-01-08,Bryant                  ,Central Conn            
021-01-08,Old Dominion            ,FL Atlantic             
021-01-08,Florida Intl            ,MTSU                    
021-01-08,WKU                     ,Louisiana Tech          
021-01-08,Sacred Heart            ,Merrimack               
021-01-08,St Francis NY           ,Mt St Mary's            
021-01-08,Stetson                 ,North Alabama           
021-01-08,North Texas             ,UT San Antonio          
021-01-08,Boise St                ,Air Force               
021-01-08,UAB                     ,Southern Miss           
021-01-08,Utah St                 ,New Mexico              
021-01-08,Quinnipiac              ,Manhattan               
021-01-08,Toledo                  ,Ohio                    
021-01-08,Lipscomb                ,Bellarmine              
021-01-08,WI Milwaukee            ,IUPUI                   
021-01-08,Liberty                 ,Kennesaw                
021-01-08,Jacksonville            ,North Florida           
021-01-08,LIU Brooklyn            ,St Francis PA           
021-01-08,SF Austin               ,Midwest TX St           
021-01-09,Idaho St                ,Northern Arizona        
021-01-09,Montana St              ,N Colorado              
021-01-09,Southern Utah           ,Idaho                   
021-01-09,UT San Antonio          ,North Texas             
021-01-09,Appalachian St          ,Ga Southern             
021-01-09,CS Fullerton            ,Long Beach St           
021-01-09,CS Bakersfield          ,Cal Poly                
021-01-09,UT Arlington            ,ULM                     
021-01-09,UC Riverside            ,Hawaii                  
021-01-09,Coastal Car             ,South Alabama           
021-01-09,Ark Little Rock         ,Louisiana               
021-01-09,Lamar                   ,Houston Bap             
021-01-09,Arkansas                ,Georgia                 
021-01-09,Ark Pine Bluff          ,Alabama St              
021-01-09,Alabama                 ,Auburn                  
021-01-09,Belmont                 ,TN Martin               
021-01-09,Bowling Green           ,C Michigan              
021-01-09,Buffalo                 ,Ball St                 
021-01-09,Sam Houston St          ,Cent Arkansas           
021-01-09,Radford                 ,Charleston So           
021-01-09,Citadel                 ,Chattanooga             
021-01-09,Austin Peay             ,E Illinois              
021-01-09,E Kentucky              ,Tennessee Tech          
021-01-09,E Michigan              ,Akron                   
021-01-09,Kentucky                ,Florida                 
021-01-09,Southern Univ           ,Grambling               
021-01-09,Hampton                 ,UNC Asheville           
021-01-09,Texas Tech              ,Iowa St                 
021-01-09,Kansas                  ,Oklahoma                
021-01-09,Oklahoma St             ,Kansas St               
021-01-09,Kent                    ,W Michigan              
021-01-09,Campbell                ,Longwood                
021-01-09,Miami OH                ,N Illinois              
021-01-09,Morehead St             ,Jacksonville St         
021-01-09,Northeastern            ,Hofstra                 
021-01-09,Old Dominion            ,FL Atlantic             
021-01-09,Gonzaga                 ,Portland                
021-01-09,Santa Clara             ,St Mary's CA            
021-01-09,Baylor                  ,TCU                     
021-01-09,Tennessee               ,Texas A&M               
021-01-09,UAB                     ,Southern Miss           
021-01-09,Mississippi St          ,Vanderbilt              
021-01-09,Texas                   ,West Virginia           
021-01-09,Louisiana Tech          ,WKU                     
021-01-09,Lipscomb                ,Bellarmine              
021-01-09,North Alabama           ,Stetson                 
021-01-09,Duke                    ,Wake Forest             
021-01-09,Miami FL                ,NC State                
021-01-09,New Orleans             ,Incarnate Word          
021-01-09,Nicholls St             ,SE Louisiana            
021-01-09,Northwestern LA         ,McNeese St              
021-01-09,Rhode Island            ,VCU                     
021-01-09,Virginia                ,Boston College          
021-01-09,Duquesne                ,Fordham                 
021-01-09,Richmond                ,George Mason            
021-01-09,Col Charleston          ,Drexel                  
021-01-09,UMBC                    ,New Hampshire           
021-01-09,William & Mary          ,Delaware                
021-01-09,NJIT                    ,Maine                   
021-01-09,Vermont                 ,Binghamton              
021-01-09,MA Lowell               ,Hartford                
021-01-09,Ohio St                 ,Rutgers                 
021-01-09,California              ,Washington              
021-01-09,UCLA                    ,Arizona                 
021-01-09,Grand Canyon            ,Tarleton St             
021-01-09,Cleveland St            ,N Kentucky              
